HIGHEST_NIBRS_DESCRIPTION,CLEARANCE_STATUS,DATE_REPORTED,CMPD_PATROL_DIVISION
Simple Assault,Open,2023-10-31,Eastway
Simple Assault,Cleared by Arrest,2017-03-13,Metro
Simple Assault,Open,2019-05-15,Steele Creek
Simple Assault,Open,2018-09-01,Hickory Grove
Intimidation,Exceptionally Cleared,2021-09-05,Hickory Grove
Intimidation,Open,2024-08-09,University City
Simple Assault,Exceptionally Cleared,2019-05-31,Westover
Simple Assault,Open,2024-10-21,Steele Creek
Simple Assault,Open,2024-05-01,Independence
Simple Assault,Cleared by Arrest,2021-06-17,Hickory Grove
Simple Assault,Exceptionally Cleared,2017-10-19,Independence
Intimidation,Open,2023-01-09,Steele Creek
Simple Assault,Exceptionally Cleared,2020-05-23,North Tryon
Simple Assault,Cleared by Arrest,2022-04-21,Metro
Simple Assault,Open,2020-03-12,Freedom
Simple Assault,Exceptionally Cleared,2020-07-22,Hickory Grove
Simple Assault,Cleared by Arrest,2019-01-25,Central
Simple Assault,Open,2024-10-18,Central
Simple Assault,Exceptionally Cleared,2024-08-23,Freedom
Simple Assault,Cleared by Arrest,2021-07-07,North Tryon
Simple Assault,Open,2024-11-18,North
Simple Assault,Cleared by Arrest,2023-02-03,Eastway
Simple Assault,Cleared by Arrest,2019-08-16,Providence
Simple Assault,Exceptionally Cleared,2019-04-18,Central
Simple Assault,Cleared by Arrest,2022-05-01,Metro
Intimidation,Exceptionally Cleared,2024-06-29,South
Intimidation,Open,2022-09-23,Westover
Simple Assault,Open,2023-06-24,Eastway
Simple Assault,Open,2020-08-12,Central
Simple Assault,Exceptionally Cleared,2023-12-31,Westover
Simple Assault,Open,2023-04-20,Westover
Intimidation,Open,2018-06-07,North Tryon
Intimidation,Open,2018-06-25,Eastway
Simple Assault,Open,2023-01-01,Freedom
Simple Assault,Exceptionally Cleared,2017-08-07,Hickory Grove
Simple Assault,Open,2020-06-28,University City
Simple Assault,Exceptionally Cleared,2019-10-27,University City
Intimidation,Open,2017-06-30,North Tryon
Simple Assault,Exceptionally Cleared,2022-11-10,Providence
Simple Assault,Cleared by Arrest,2018-03-14,Freedom
Intimidation,Cleared by Arrest,2024-02-18,South
Intimidation,Exceptionally Cleared,2017-09-17,Freedom
Simple Assault,Cleared by Arrest,2020-04-08,Hickory Grove
Simple Assault,Open,2022-12-17,Steele Creek
Intimidation,Open,2021-09-02,Metro
Simple Assault,Open,2024-06-06,University City
Intimidation,Exceptionally Cleared,2021-08-15,Freedom
Intimidation,Open,2019-04-27,Hickory Grove
Intimidation,Exceptionally Cleared,2019-03-16,University City
Simple Assault,Cleared by Arrest,2017-09-20,Independence
Simple Assault,Open,2018-04-26,Metro
Simple Assault,Cleared by Arrest,2019-10-23,University City
Simple Assault,Unfounded,2017-11-28,Steele Creek
Intimidation,Exceptionally Cleared,2020-02-16,Eastway
Simple Assault,Open,2023-06-04,Hickory Grove
Intimidation,Open,2022-05-13,Metro
Intimidation,Open,2024-07-09,Westover
Simple Assault,Exceptionally Cleared,2019-07-18,University City
Simple Assault,Open,2022-05-28,Freedom
Intimidation,Cleared by Arrest,2018-10-16,Central
Simple Assault,Open,2019-11-28,Eastway
Simple Assault,Exceptionally Cleared,2023-05-11,Independence
Simple Assault,Cleared by Arrest,2020-02-12,Steele Creek
Intimidation,Open,2021-07-22,Independence
Simple Assault,Open,2022-01-27,Freedom
Simple Assault,Cleared by Arrest,2018-01-27,Hickory Grove
Simple Assault,Open,2020-05-04,Freedom
Simple Assault,Exceptionally Cleared,2021-10-01,University City
Intimidation,Cleared by Arrest,2020-06-13,Steele Creek
Simple Assault,Exceptionally Cleared,2022-04-24,University City
Intimidation,Exceptionally Cleared,2019-02-10,Freedom
Intimidation,Exceptionally Cleared,2023-09-19,Westover
Simple Assault,Cleared by Arrest,2022-02-06,Freedom
Intimidation,Exceptionally Cleared,2017-08-09,North Tryon
Simple Assault,Exceptionally Cleared,2020-10-26,Steele Creek
Simple Assault,Cleared by Arrest,2019-10-14,North Tryon
Simple Assault,Open,2017-12-23,Steele Creek
Simple Assault,Cleared by Arrest by Another Agency,2022-06-30,Freedom
Simple Assault,Cleared by Arrest,2017-03-09,Independence
Simple Assault,Cleared by Arrest,2021-04-18,North
Simple Assault,Cleared by Arrest,2017-09-02,Metro
Simple Assault,Exceptionally Cleared,2020-03-26,Providence
Simple Assault,Cleared by Arrest,2022-02-02,Eastway
Simple Assault,Open,2017-08-06,Metro
Intimidation,Open,2023-02-22,Metro
Simple Assault,Open,2024-10-25,North
Simple Assault,Cleared by Arrest,2018-01-20,North Tryon
Simple Assault,Exceptionally Cleared,2020-08-25,Providence
Simple Assault,Open,2020-06-14,North Tryon
Intimidation,Open,2021-12-08,Westover
Simple Assault,Cleared by Arrest,2018-03-02,North
Simple Assault,Open,2019-10-09,Westover
Intimidation,Cleared by Arrest,2021-07-04,Steele Creek
Intimidation,Open,2024-04-30,University City
Intimidation,Exceptionally Cleared,2024-08-08,North
Intimidation,Exceptionally Cleared,2021-03-17,Independence
Simple Assault,Cleared by Arrest,2017-08-10,North
Simple Assault,Open,2023-10-04,Metro
Intimidation,Open,2020-07-16,Steele Creek
Intimidation,Open,2022-07-05,North
Simple Assault,Open,2022-03-27,North
Simple Assault,Open,2018-09-15,Steele Creek
Simple Assault,Open,2023-12-27,Steele Creek
Simple Assault,Cleared by Arrest,2019-06-20,Metro
Simple Assault,Cleared by Arrest,2019-11-01,North
Simple Assault,Cleared by Arrest,2021-05-29,University City
Simple Assault,Cleared by Arrest,2023-05-23,North
Intimidation,Open,2018-09-11,Westover
Simple Assault,Open,2024-07-06,Freedom
Simple Assault,Cleared by Arrest,2018-05-18,University City
Simple Assault,Cleared by Arrest,2017-07-05,Metro
Simple Assault,Open,2019-12-30,Steele Creek
Simple Assault,Cleared by Arrest,2017-11-14,North Tryon
Intimidation,Open,2018-10-16,Central
Simple Assault,Open,2022-06-29,North
Simple Assault,Open,2024-08-20,South
Intimidation,Open,2021-06-30,North Tryon
Simple Assault,Cleared by Arrest,2022-03-27,University City
Simple Assault,Cleared by Arrest,2020-09-09,Westover
Simple Assault,Exceptionally Cleared,2023-07-21,University City
Intimidation,Open,2024-09-17,North Tryon
Intimidation,Exceptionally Cleared,2019-03-07,Central
Intimidation,Open,2018-03-22,Providence
Simple Assault,Exceptionally Cleared,2022-11-10,Steele Creek
Simple Assault,Open,2022-09-10,North
Intimidation,Exceptionally Cleared,2023-05-24,North Tryon
Simple Assault,Open,2018-03-22,Independence
Simple Assault,Open,2023-10-13,Freedom
Intimidation,Open,2024-09-23,University City
Simple Assault,Exceptionally Cleared,2023-03-13,Central
Intimidation,Open,2023-10-30,North
Simple Assault,Exceptionally Cleared,2020-04-07,North
Intimidation,Open,2024-01-06,Central
Simple Assault,Cleared by Arrest,2021-06-21,Eastway
Intimidation,Open,2020-08-10,Steele Creek
Simple Assault,Open,2023-08-09,North
Simple Assault,Cleared by Arrest,2022-12-10,Central
Intimidation,Open,2020-06-13,Westover
Simple Assault,Open,2024-09-15,University City
Simple Assault,Cleared by Arrest,2018-02-25,North Tryon
Intimidation,Open,2017-08-16,Steele Creek
Simple Assault,Open,2023-02-24,Independence
Simple Assault,Exceptionally Cleared,2023-09-01,Providence
Simple Assault,Cleared by Arrest,2018-05-27,Eastway
Simple Assault,Exceptionally Cleared,2024-10-18,North Tryon
Simple Assault,Open,2017-03-17,University City
Simple Assault,Open,2020-03-09,Hickory Grove
Intimidation,Open,2024-11-08,Westover
Simple Assault,Exceptionally Cleared,2023-10-03,Westover
Simple Assault,Cleared by Arrest,2018-05-24,North Tryon
Simple Assault,Open,2022-12-24,Westover
Simple Assault,Cleared by Arrest by Another Agency,2022-10-27,North
Simple Assault,Exceptionally Cleared,2020-07-24,Steele Creek
Simple Assault,Exceptionally Cleared,2017-09-29,University City
Intimidation,Exceptionally Cleared,2018-03-08,Providence
Simple Assault,Exceptionally Cleared,2017-09-05,Freedom
Simple Assault,Open,2018-02-20,North
Simple Assault,Cleared by Arrest,2019-12-26,Metro
Intimidation,Open,2018-01-30,University City
Simple Assault,Exceptionally Cleared,2023-06-11,University City
Simple Assault,Exceptionally Cleared,2021-06-13,Metro
Intimidation,Open,2021-09-16,Metro
Simple Assault,Exceptionally Cleared,2023-10-04,Hickory Grove
Simple Assault,Exceptionally Cleared,2019-06-15,Metro
Simple Assault,Open,2017-09-24,Steele Creek
Simple Assault,Cleared by Arrest,2020-03-05,North Tryon
Simple Assault,Cleared by Arrest,2019-02-25,Steele Creek
Intimidation,Open,2023-02-03,Independence
Simple Assault,Exceptionally Cleared,2023-04-03,Hickory Grove
Intimidation,Open,2017-06-15,North
Intimidation,Open,2019-05-03,Metro
Simple Assault,Open,2024-01-26,Eastway
Simple Assault,Open,2022-10-07,Central
Simple Assault,Exceptionally Cleared,2021-04-12,Steele Creek
Simple Assault,Cleared by Arrest,2017-10-10,Metro
Simple Assault,Open,2024-06-23,Providence
Intimidation,Open,2023-05-14,Steele Creek
Simple Assault,Exceptionally Cleared,2017-06-01,Independence
Simple Assault,Open,2024-10-24,North
Simple Assault,Open,2018-05-06,Eastway
Simple Assault,Open,2024-10-20,University City
Simple Assault,Open,2022-10-20,University City
Simple Assault,Open,2019-11-21,Independence
Simple Assault,Cleared by Arrest,2022-03-24,Providence
Simple Assault,Cleared by Arrest,2021-05-14,North Tryon
Simple Assault,Cleared by Arrest,2019-03-21,Independence
Simple Assault,Cleared by Arrest,2021-07-15,Metro
Simple Assault,Exceptionally Cleared,2020-03-05,Freedom
Simple Assault,Open,2018-10-15,Eastway
Simple Assault,Cleared by Arrest,2023-09-04,Metro
Intimidation,Open,2022-11-10,North Tryon
Simple Assault,Cleared by Arrest,2017-07-09,Hickory Grove
Simple Assault,Open,2021-01-08,Metro
Simple Assault,Open,2017-06-06,Metro
Simple Assault,Exceptionally Cleared,2018-12-03,Steele Creek
Simple Assault,Exceptionally Cleared,2021-07-09,North Tryon
Simple Assault,Open,2017-11-12,Metro
Intimidation,Cleared by Arrest,2023-09-22,Central
Simple Assault,Cleared by Arrest,2021-04-13,Hickory Grove
Intimidation,Open,2023-02-20,University City
Simple Assault,Open,2024-03-10,University City
Simple Assault,Cleared by Arrest,2019-04-16,Providence
Simple Assault,Open,2019-05-29,Hickory Grove
Simple Assault,Exceptionally Cleared,2022-06-11,North
Simple Assault,Open,2022-05-30,Eastway
Simple Assault,Open,2020-02-29,North
Intimidation,Open,2023-06-08,Hickory Grove
Intimidation,Cleared by Arrest,2019-01-18,Central
Simple Assault,Open,2018-07-29,North
Simple Assault,Exceptionally Cleared,2019-09-27,Freedom
Simple Assault,Open,2019-04-08,Steele Creek
Simple Assault,Cleared by Arrest,2018-04-20,North
Intimidation,Open,2020-06-22,Providence
Simple Assault,Exceptionally Cleared,2018-03-13,Providence
Simple Assault,Cleared by Arrest,2018-02-18,Steele Creek
Simple Assault,Unfounded,2023-03-10,University City
Simple Assault,Exceptionally Cleared,2020-01-23,Freedom
Simple Assault,Exceptionally Cleared,2023-01-04,Central
Simple Assault,Cleared by Arrest,2018-12-24,Steele Creek
Simple Assault,Open,2024-03-02,University City
Simple Assault,Exceptionally Cleared,2021-12-31,University City
Simple Assault,Exceptionally Cleared,2018-10-31,University City
Intimidation,Open,2023-11-30,Eastway
Simple Assault,Open,2019-04-12,Eastway
Simple Assault,Exceptionally Cleared,2022-05-10,Central
Simple Assault,Exceptionally Cleared,2022-04-07,Westover
Simple Assault,Cleared by Arrest,2024-05-17,Central
Simple Assault,Open,2023-10-27,Steele Creek
Simple Assault,Exceptionally Cleared,2023-11-08,Independence
Simple Assault,Cleared by Arrest,2018-11-14,Metro
Simple Assault,Open,2019-09-25,North Tryon
Simple Assault,Cleared by Arrest,2021-02-07,North Tryon
Simple Assault,Cleared by Arrest,2024-11-08,University City
Simple Assault,Open,2023-08-13,University City
Simple Assault,Open,2018-07-23,Freedom
Simple Assault,Exceptionally Cleared,2018-05-07,University City
Simple Assault,Cleared by Arrest,2019-12-16,Metro
Simple Assault,Exceptionally Cleared,2023-01-12,Independence
Simple Assault,Open,2024-10-01,Providence
Simple Assault,Cleared by Arrest,2019-02-01,North Tryon
Simple Assault,Open,2019-07-18,Steele Creek
Simple Assault,Open,2021-11-24,Hickory Grove
Simple Assault,Exceptionally Cleared,2017-03-15,Hickory Grove
Intimidation,Open,2023-09-06,University City
Simple Assault,Open,2017-11-24,North Tryon
Simple Assault,Unfounded,2022-10-14,Steele Creek
Intimidation,Open,2018-02-25,Central
Simple Assault,Exceptionally Cleared,2022-06-04,University City
Simple Assault,Open,2020-09-14,Metro
Simple Assault,Open,2018-12-18,Central
Simple Assault,Cleared by Arrest,2020-10-04,Eastway
Simple Assault,Open,2021-06-27,Hickory Grove
Intimidation,Exceptionally Cleared,2022-05-13,University City
Intimidation,Exceptionally Cleared,2019-12-04,Metro
Simple Assault,Open,2018-04-20,Central
Simple Assault,Open,2019-10-09,Steele Creek
Intimidation,Open,2019-08-17,University City
Simple Assault,Open,2017-05-12,University City
Simple Assault,Exceptionally Cleared,2019-11-26,University City
Simple Assault,Open,2023-09-07,Independence
Intimidation,Exceptionally Cleared,2024-05-05,North
Simple Assault,Unfounded,2018-01-02,University City
Simple Assault,Cleared by Arrest,2018-01-08,Metro
Simple Assault,Cleared by Arrest,2020-05-25,Metro
Simple Assault,Open,2021-03-18,North
Simple Assault,Exceptionally Cleared,2020-11-06,Steele Creek
Intimidation,Open,2017-04-04,Providence
Simple Assault,Open,2024-05-13,University City
Simple Assault,Exceptionally Cleared,2017-09-03,Independence
Simple Assault,Open,2024-06-21,North
Simple Assault,Cleared by Arrest,2020-05-11,North
Simple Assault,Cleared by Arrest,2022-04-03,North
Intimidation,Open,2021-05-04,Eastway
Intimidation,Open,2023-05-18,Independence
Simple Assault,Open,2022-12-31,Central
Intimidation,Cleared by Arrest,2021-10-22,Eastway
Simple Assault,Open,2024-03-15,Central
Simple Assault,Cleared by Arrest,2018-12-26,Independence
Intimidation,Exceptionally Cleared,2024-03-05,Westover
Simple Assault,Open,2022-07-02,Independence
Simple Assault,Open,2021-11-30,Eastway
Simple Assault,Open,2022-08-11,Hickory Grove
Simple Assault,Exceptionally Cleared,2022-01-13,Hickory Grove
Simple Assault,Cleared by Arrest,2020-08-02,Steele Creek
Intimidation,Open,2020-02-21,Metro
Simple Assault,Cleared by Arrest,2019-06-05,Westover
Simple Assault,Open,2020-02-13,University City
Intimidation,Exceptionally Cleared,2019-12-03,Steele Creek
Simple Assault,Open,2021-05-05,Westover
Intimidation,Open,2018-02-04,Eastway
Simple Assault,Cleared by Arrest,2022-03-01,University City
Intimidation,Exceptionally Cleared,2022-09-22,Central
Simple Assault,Exceptionally Cleared,2019-11-12,Steele Creek
Intimidation,Exceptionally Cleared,2023-10-23,North
Simple Assault,Exceptionally Cleared,2023-10-19,Independence
Simple Assault,Open,2017-04-12,Central
Simple Assault,Exceptionally Cleared,2024-07-04,Independence
Simple Assault,Cleared by Arrest,2024-01-06,Independence
Intimidation,Exceptionally Cleared,2020-02-21,Steele Creek
Simple Assault,Open,2021-10-31,Central
Simple Assault,Open,2020-12-25,Independence
Simple Assault,Exceptionally Cleared,2018-11-16,South
Simple Assault,Exceptionally Cleared,2019-09-13,Providence
Simple Assault,Open,2020-07-02,Metro
Simple Assault,Exceptionally Cleared,2021-01-24,Steele Creek
Simple Assault,Exceptionally Cleared,2018-06-09,North Tryon
Simple Assault,Cleared by Arrest,2018-03-27,Eastway
Simple Assault,Exceptionally Cleared,2020-01-21,University City
Simple Assault,Open,2020-04-08,North Tryon
Simple Assault,Open,2024-09-05,North
Simple Assault,Cleared by Arrest,2017-10-15,North Tryon
Simple Assault,Cleared by Arrest,2021-08-26,Steele Creek
Simple Assault,Open,2020-05-30,North Tryon
Simple Assault,Open,2019-06-10,Freedom
Intimidation,Open,2023-09-29,Steele Creek
Simple Assault,Exceptionally Cleared,2021-11-09,Eastway
Intimidation,Open,2024-06-09,University City
Simple Assault,Exceptionally Cleared,2018-12-23,North
Simple Assault,Exceptionally Cleared,2022-07-22,Steele Creek
Simple Assault,Exceptionally Cleared,2018-03-19,Steele Creek
Simple Assault,Exceptionally Cleared,2023-01-30,Steele Creek
Simple Assault,Cleared by Arrest,2019-04-01,University City
Simple Assault,Cleared by Arrest,2024-03-19,Hickory Grove
Simple Assault,Open,2020-09-08,North
Simple Assault,Open,2021-06-21,Freedom
Intimidation,Open,2018-01-17,University City
Simple Assault,Cleared by Arrest,2023-01-04,Steele Creek
Simple Assault,Cleared by Arrest,2023-07-08,University City
Intimidation,Open,2022-03-19,North Tryon
Simple Assault,Open,2021-05-11,North
Simple Assault,Open,2024-03-27,Metro
Simple Assault,Exceptionally Cleared,2018-08-19,Freedom
Intimidation,Open,2024-02-20,Central
Simple Assault,Open,2024-08-25,Hickory Grove
Intimidation,Cleared by Arrest,2021-07-31,Metro
Simple Assault,Cleared by Arrest,2017-12-04,North Tryon
Intimidation,Exceptionally Cleared,2017-05-03,Hickory Grove
Intimidation,Open,2021-12-16,Providence
Simple Assault,Exceptionally Cleared,2021-07-08,Metro
Simple Assault,Open,2021-02-10,University City
Simple Assault,Cleared by Arrest,2017-10-04,Metro
Intimidation,Cleared by Arrest,2021-03-07,Providence
Intimidation,Open,2019-09-14,Steele Creek
Simple Assault,Cleared by Arrest,2023-07-07,Independence
Simple Assault,Open,2023-04-05,Independence
Simple Assault,Cleared by Arrest by Another Agency,2022-06-15,Westover
Simple Assault,Cleared by Arrest,2021-02-07,Hickory Grove
Intimidation,Open,2023-04-29,Steele Creek
Simple Assault,Cleared by Arrest,2021-03-14,Eastway
Intimidation,Open,2018-06-12,Independence
Simple Assault,Open,2024-07-17,Central
Simple Assault,Exceptionally Cleared,2017-01-23,Freedom
Intimidation,Exceptionally Cleared,2022-06-14,Independence
Intimidation,Cleared by Arrest,2020-09-11,Westover
Simple Assault,Cleared by Arrest,2019-05-20,North
Intimidation,Exceptionally Cleared,2023-03-30,Freedom
Simple Assault,Open,2022-03-14,Providence
Simple Assault,Open,2022-01-22,North
Simple Assault,Open,2023-04-02,North Tryon
Simple Assault,Cleared by Arrest,2024-05-24,Eastway
Simple Assault,Open,2021-02-14,Eastway
Simple Assault,Open,2019-05-22,Steele Creek
Simple Assault,Cleared by Arrest,2021-04-01,North
Simple Assault,Open,2020-11-20,Central
Simple Assault,Cleared by Arrest,2019-05-01,Metro
Simple Assault,Open,2018-03-11,Providence
Intimidation,Open,2019-08-08,Central
